"Current Phase","Phase III Date","Phase III Event Date","Phase II Date","Phase II Event Date","Phase I Date","Molecule","Route of Administration","Lead Company Name","Ticker","Drug Name","Disease Group","Indication Name","Target","Phase I Event Date"
"Approved in other than U.S./E.U.",,,,,,"Peptide","Subcutaneous (SQ)","SciClone Pharmaceuticals, Inc.","SCLN","Zadaxin","Infectious Disease","Hepatitis B (HBV) Treatment (Antiviral)","Immune System",
"Approved in other than U.S./E.U.","09/15/2003","09/15/2003",,,,"Peptide","Subcutaneous (SQ)","SciClone Pharmaceuticals, Inc.","SCLN","Zadaxin","Infectious Disease","Hepatitis C (HCV) (Antiviral)","Immune System",
"Approved in other than U.S./E.U.",,,,"01/12/2010",,"Peptide","Subcutaneous (SQ)","SciClone Pharmaceuticals, Inc.","SCLN","Zadaxin","Infectious Disease","Influenza (excluding vaccines)","Immune System",
"Approved in other than U.S./E.U.",,,,,,"Peptide","Subcutaneous (SQ)","Asahi Kasei Corporation","AHKSY","Teribone","Endocrine","Osteoporosis / Osteopenia","Parathyroid Hormone Receptor (PTHR)",
"Approved in other than U.S./E.U.",,,,,,"Peptide","Subcutaneous (SQ)","AbbVie Inc.","ABBV","Lupron","Metabolic","Spinal Bulbar Muscular Atrophy (SBMA, Kennedy's Disease, X-linked spinal muscular atrophy type 1)","Gonadotropin-Releasing Hormone (GnRH) Receptor",
"Approved in Europe",,,,,,"Peptide","Subcutaneous (SQ)","AbbVie Inc.","ABBV","Lupron","Oncology","Breast Cancer","Gonadotropin-Releasing Hormone (GnRH) Receptor",
"Approved in Europe",,,,,,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","Actraphane","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"Approved in Europe",,,,,,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","Actrapid","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"Approved in Europe",,,,,,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","Insulatard","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"Approved in Europe","09/16/2009","09/16/2009",,"01/31/2008",,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","Ryzodeg 70/30","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor","10/27/2006"
"Approved in Europe",,,,,,"Peptide","Subcutaneous (SQ)","Sanofi","SNY","Insuman","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"Approved in Europe",,,,,,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","Actraphane","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"Approved in Europe",,,,,,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","Actrapid","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"Approved in Europe",,,,,,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","Insulatard","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"Approved in Europe","11/05/2009","11/05/2009","01/31/2008","01/31/2008","10/27/2006","Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","Ryzodeg 70/30","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor","10/27/2006"
"Approved in Europe",,,,,,"Peptide","Subcutaneous (SQ)","Sanofi","SNY","Insuman","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"Approved (Generic Competition)",,"02/17/2003",,,,"Peptide","Subcutaneous (SQ)","Takeda Pharmaceutical Co. Ltd.","TAK","Firazyr","Autoimmune/immunology","Hereditary Angioedema (HAE)","Bradykinin B2 Receptor",
"Approved (Generic Competition)",,,,,,"Peptide","Subcutaneous (SQ)","Momenta Pharmaceuticals, Inc.","MNTA","Glatopa","Neurology","Multiple Sclerosis (MS)","T lymphocytes",
"Approved (Generic Competition)",,,,"08/13/1987",,"Peptide","Subcutaneous (SQ)","Teva Pharmaceutical Industries Ltd.","TEVA","Copaxone","Neurology","Multiple Sclerosis (MS)","Myelin,T lymphocytes",
"Approved",,"10/16/2006",,,,"Peptide","Subcutaneous (SQ)","Ipsen SA","IPSEY","Somatuline Autogel","Endocrine","Acromegaly","Somatostatin Receptors",
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","AbbVie Inc.","ABBV","Lupron","Hematology","Anemia","Gonadotropin-Releasing Hormone (GnRH) Receptor",
"Approved",,"07/22/2011",,,,"Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","Trulicity","Cardiovascular","Cardiovascular Disease","GLP-1 Receptor",
"Approved","02/21/2013","02/21/2013",,,,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","Ozempic","Cardiovascular","Cardiovascular Disease","GLP-1 Receptor",
"Approved","05/06/2010","05/06/2010",,,,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","Victoza","Cardiovascular","Cardiovascular Disease","GLP-1 Receptor",
"Approved","08/19/2011","08/19/2011",,"01/11/2011",,"Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","Basaglar","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","Humalog","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","Humalog Mix","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","Humulin","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"Approved","07/19/2017","07/19/2017",,,"03/04/2016","Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","Lyumjev","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor","03/04/2016"
"Approved",,"08/26/2013",,,"05/11/2010","Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","FIAsp","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor","05/11/2010"
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","Levemir","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","Mixtard","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","Novolin","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","NovoLog","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","NovoLog Mix","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"Approved","09/22/2009","09/22/2009",,"01/31/2008",,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","Tresiba","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"Approved",,"10/26/2014",,,,"Peptide","Subcutaneous (SQ)","Sanofi","SNY","Admelog","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor","07/31/2013"
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","Sanofi","SNY","Lantus","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor",
"Approved",,"09/12/2012",,"08/06/2012","09/06/2011","Peptide","Subcutaneous (SQ)","Sanofi","SNY","Toujeo","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor","05/31/2011"
"Approved","08/26/2014","08/26/2014",,,,"Peptide","Subcutaneous (SQ)","Viatris Inc.","VTRS","Semglee","Endocrine","Diabetes Mellitus, Type I","Insulin Receptor","04/27/2012"
"Approved","03/24/2006","03/24/2006","03/30/2004","06/25/2002","03/26/2001","Peptide","Subcutaneous (SQ)","AstraZeneca PLC","AZN","Bydureon","Endocrine","Diabetes Mellitus, Type II","GLP-1 Receptor","03/26/2001"
"Approved","12/10/2001","12/10/2001","06/30/1999","06/30/1999","08/18/1998","Peptide","Subcutaneous (SQ)","AstraZeneca PLC","AZN","Byetta","Endocrine","Diabetes Mellitus, Type II","GLP-1 Receptor","08/18/1998"
"Approved","08/19/2011","08/19/2011",,"01/11/2011",,"Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","Basaglar","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","Humalog","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","Humalog Mix","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","Humulin","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"Approved","07/26/2017","07/26/2017",,,"03/04/2016","Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","Lyumjev","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor","03/04/2016"
"Approved","08/28/2008","08/28/2008",,"07/11/2008",,"Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","Trulicity","Endocrine","Diabetes Mellitus, Type II","GLP-1 Receptor","12/07/2006"
"Approved","09/16/2013","09/16/2013",,,"05/11/2010","Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","FIAsp","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor","05/11/2010"
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","Levemir","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","Mixtard","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","Novolin","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","NovoLog","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","NovoLog Mix","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"Approved",,"06/21/2012",,"06/12/2008",,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","Ozempic","Endocrine","Diabetes Mellitus, Type II","GLP-1 Receptor","01/31/2008"
"Approved","09/03/2009","09/03/2009",,"01/31/2008",,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","Tresiba","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"Approved","01/27/2006","01/27/2006",,"02/10/2003",,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","Victoza","Endocrine","Diabetes Mellitus, Type II","GLP-1 Receptor",
"Approved","05/29/2008","06/02/2008",,"06/25/2003",,"Peptide","Subcutaneous (SQ)","Sanofi","SNY","Adlyxin","Endocrine","Diabetes Mellitus, Type II","GLP-1 Receptor",
"Approved","01/20/2015","11/18/2014",,,,"Peptide","Subcutaneous (SQ)","Sanofi","SNY","Admelog","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor","06/16/2014"
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","Sanofi","SNY","Lantus","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor",
"Approved",,"01/15/2014","11/21/2011","11/21/2011",,"Peptide","Subcutaneous (SQ)","Sanofi","SNY","Soliqua 100/33","Endocrine","Diabetes Mellitus, Type II","GLP-1 Receptor,Insulin Receptor","02/10/2010"
"Approved","02/08/2012","02/08/2012",,,"09/06/2011","Peptide","Subcutaneous (SQ)","Sanofi","SNY","Toujeo","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor","09/06/2011"
"Approved","08/26/2014","08/26/2014",,,,"Peptide","Subcutaneous (SQ)","Viatris Inc.","VTRS","Semglee","Endocrine","Diabetes Mellitus, Type II","Insulin Receptor","04/27/2012"
"Approved","06/02/2015","06/02/2015",,,,"Peptide","Subcutaneous (SQ)","Tolmar Pharmaceuticals, Inc.",,"Fensolvi","Endocrine","Endocrine Disorder","Gonadotropin-Releasing Hormone (GnRH) Receptor",
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","AbbVie Inc.","ABBV","Lupron","Endocrine","Endocrine Disorder","Gonadotropin-Releasing Hormone (GnRH) Receptor",
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","AbbVie Inc.","ABBV","Lupron","Obstetrics/Gynecology","Endometriosis","Gonadotropin-Releasing Hormone (GnRH) Receptor",
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","Alexion Pharmaceuticals Inc.","ALXN","Fuzeon","Infectious Disease","HIV / AIDS","gp41",
"Approved","02/13/2017","02/13/2017","10/17/2013","10/17/2013",,"Peptide","Subcutaneous (SQ)","Xeris Pharmaceuticals, Inc.","XERS","Gvoke RTU Micro","Endocrine","Hyperinsulinemia/Hypoglycemia","Glucagon Receptor",
"Approved","02/28/2017","02/28/2017","01/04/2013","01/04/2013","06/13/2012","Peptide","Subcutaneous (SQ)","Rhythm Pharmaceuticals, Inc.","RYTM","Imcivree","Metabolic","Metabolic - General","Insulin Receptor,Melanocortin (MC) receptors","06/13/2012"
"Approved","03/20/2009","06/01/2006",,,,"Peptide","Subcutaneous (SQ)","Ipsen SA","IPSEY","Somatuline Autogel","Oncology","Neuroendocrine Tumors (NET)","Somatostatin Receptors",
"Approved","08/23/2018","08/23/2018",,,,"Peptide","Subcutaneous (SQ)","RadioMedix, Inc.",,"Detectnet","Oncology","Neuroendocrine Tumors (NET) - Imaging","Somatostatin Receptors",
"Approved","10/01/2008","10/01/2008","10/06/2006","10/27/2006",,"Peptide","Subcutaneous (SQ)","Novo Nordisk A/S","NVO","Saxenda","Metabolic","Obesity","GLP-1 Receptor",
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","Eli Lilly and Company","LLY","Forteo","Endocrine","Osteoporosis / Osteopenia","Parathyroid Hormone Receptor (PTHR)",
"Approved","12/22/2016","12/22/2016",,,"01/14/2016","Peptide","Subcutaneous (SQ)","Pfenex Inc.","PFNX","Bonsity","Endocrine","Osteoporosis / Osteopenia","Parathyroid Hormone Receptor (PTHR)","01/14/2016"
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","Mundipharma International Limited",,"Eligard","Oncology","Prostate Cancer","Gonadotropin-Releasing Hormone (GnRH) Receptor",
"Approved","04/07/2006","04/07/2006",,"10/05/2004",,"Peptide","Subcutaneous (SQ)","Ferring Pharmaceuticals",,"Firmagon","Oncology","Prostate Cancer","Gonadotropin-Releasing Hormone (GnRH) Receptor",
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","AbbVie Inc.","ABBV","Lupron","Oncology","Prostate Cancer","Gonadotropin-Releasing Hormone (GnRH) Receptor",
"Approved","04/06/2004","04/06/2004",,,,"Peptide","Subcutaneous (SQ)","Takeda Pharmaceutical Co. Ltd.","TAK","Gattex","Gastroenterology (Non Inflammatory Bowel Disease)","Short Bowel Syndrome (SBS)","GLP-2 Receptor","06/29/2000"
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","Ferring Pharmaceuticals",,"Zomacton","Endocrine","Short Stature / Growth Hormone Deficiency","Growth hormone receptor (GHR)",
"Approved",,,,,,"Peptide","Subcutaneous (SQ)","AbbVie Inc.","ABBV","Lupron","Obstetrics/Gynecology","Uterine Fibroids","Gonadotropin-Releasing Hormone (GnRH) Receptor",
"Preclinical",,,,,,"Peptide","Subcutaneous (SQ), Intradermal","Anergis SA",,"AllerDM","Allergy","Allergic Rhinitis","Immune System",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ), Intradermal","Anergis SA",,"AllerR","Allergy","Allergic Rhinitis","Immune System",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ), Intradermal","Anergis SA",,"AllerT","Allergy","Allergic Rhinitis","Immune System",
"Preclinical",,,,,,"Peptide","Subcutaneous (SQ), Intradermal","KAEL Co. Ltd.",82270,"GV1001","Infectious Disease","Hepatitis B Prevention (Vaccines, Antiviral)","Immune System,Telomerase",
"I/II",,,,"10/21/2013",,"Peptide","Subcutaneous (SQ), Intradermal","Vaxil Bio Ltd.",,"ImMucin","Oncology","Breast Cancer","Immune System,Mucin 1 (MUC-1)",
"Suspended",,,,"11/06/2007",,"Peptide","Subcutaneous (SQ), Intradermal","KAEL Co. Ltd.",82270,"GV1001","Oncology","Hepatocellular (Liver) Cancer (HCC) (Including Secondary Metastases)","Immune System,Telomerase",
"Suspended",,,,"06/03/2003",,"Peptide","Subcutaneous (SQ), Intradermal","KAEL Co. Ltd.",82270,"GV1001","Oncology","Melanoma","Immune System,Telomerase",
"I/II",,,,"10/31/2013",,"Peptide","Subcutaneous (SQ), Intradermal","Vaxil Bio Ltd.",,"ImMucin","Oncology","Multiple Myeloma (MM)","Immune System,Mucin 1 (MUC-1)",
"Suspended",,"04/13/2012",,"06/03/2003",,"Peptide","Subcutaneous (SQ), Intradermal","KAEL Co. Ltd.",82270,"GV1001","Oncology","Non-Small Cell Lung Cancer (NSCLC)","Immune System,Telomerase",
"Suspended","03/15/2007","03/15/2007",,"06/03/2003",,"Peptide","Subcutaneous (SQ), Intradermal","KAEL Co. Ltd.",82270,"GV1001","Oncology","Pancreatic Cancer","Immune System,Telomerase",
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ), Intradermal","KAEL Co. Ltd.",82270,"GV1001","Neurology","Alzheimer's Disease (AD)","Immune System,Telomerase",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ), Intradermal, Intranasal","Theratechnologies Inc.","THTX","TH1173","Endocrine","Short Stature / Growth Hormone Deficiency","Growth Hormone Releasing Hormone (GHRH) Receptor",
"Suspended",,,,"02/24/2013",,"Peptide","Subcutaneous (SQ), Intramuscular (IM)","Recordati SpA","REC:IM","Signifor","Gastroenterology (Non Inflammatory Bowel Disease)","Dumping Syndrome","Somatostatin Receptors",
"I/II",,,"12/09/2009","12/09/2009",,"Peptide","Subcutaneous (SQ), Intramuscular (IM)","AC Immune SA","ACIU","ACI-24","Neurology","Alzheimer's Disease (AD)","Amyloid Beta/Amyloid Plaques,Immune System",
"I",,,,,"04/05/2016","Peptide","Subcutaneous (SQ), Intramuscular (IM)","AC Immune SA","ACIU","ACI-24","Neurology","Down Syndrome","Amyloid Beta/Amyloid Plaques,Immune System","04/05/2016"
"Suspended",,,,,,"Peptide","Subcutaneous (SQ), Intramuscular (IM)","Recordati SpA","REC:IM","Signifor","Not Specified","Surgical and Procedure Complications","Somatostatin Receptors",
"III",,"09/07/2006",,,,"Peptide","Subcutaneous (SQ), Intramuscular (IM)","Verity Pharmaceuticals, Inc.",,"Trelstar","Oncology","Breast Cancer","Gonadotropin-Releasing Hormone (GnRH) Receptor",
"Investigator Initiated",,,"07/16/2015",,,"Peptide","Subcutaneous (SQ), Intramuscular (IM)","Verity Pharmaceuticals, Inc.",,"Trelstar","Oncology","Head and Neck Cancer","Gonadotropin-Releasing Hormone (GnRH) Receptor",
"Suspended",,,,,,"Peptide","Subcutaneous (SQ), Intramuscular (IM)","Recordati SpA","REC:IM","Signifor","Oncology","Merkel Cell Carcinoma","Somatostatin Receptors","08/03/2012"
"Suspended","04/07/2008","04/07/2008",,"06/06/2006",,"Peptide","Subcutaneous (SQ), Intramuscular (IM)","Recordati SpA","REC:IM","Signifor","Oncology","Neuroendocrine Tumors (NET)","Somatostatin Receptors",
"Suspended",,,,,"04/15/2013","Peptide","Subcutaneous (SQ), Intramuscular (IM)","Recordati SpA","REC:IM","Signifor","Oncology","Prostate Cancer","Somatostatin Receptors","07/18/2012"
"Suspended",,,,,,"Peptide","Subcutaneous (SQ), Intramuscular (IM)","Recordati SpA","REC:IM","Signifor","Renal","Polycystic Kidney Disease","Somatostatin Receptors",
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ), Intramuscular (IM)","Antev Limited",,"Teverelix","Urology","Benign Prostatic Hyperplasia (BPH)","Gonadotropin-Releasing Hormone (GnRH)",
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ), Intramuscular (IM)","Antev Limited",,"Teverelix","Obstetrics/Gynecology","Endometriosis","Gonadotropin-Releasing Hormone (GnRH)",
"Development Outside U.S.",,,,,,"Peptide","Subcutaneous (SQ), Intramuscular (IM)","Antev Limited",,"Teverelix","Oncology","Prostate Cancer","Gonadotropin-Releasing Hormone (GnRH)",
"Approved in other than U.S./E.U.",,,,,,"Peptide","Subcutaneous (SQ), Intramuscular (IM)","Verity Pharmaceuticals, Inc.",,"Trelstar","Obstetrics/Gynecology","Endometriosis","Gonadotropin-Releasing Hormone (GnRH) Receptor",
"Approved","01/14/2008","01/14/2008",,"01/31/2007",,"Peptide","Subcutaneous (SQ), Intramuscular (IM)","Recordati SpA","REC:IM","Signifor","Endocrine","Acromegaly","Somatostatin Receptors",
"Approved","01/31/2007","01/31/2007",,"04/01/2004",,"Peptide","Subcutaneous (SQ), Intramuscular (IM)","Recordati SpA","REC:IM","Signifor","Endocrine","Cushing's Syndrome","Somatostatin Receptors",
"Approved",,,,,,"Peptide","Subcutaneous (SQ), Intramuscular (IM)","Verity Pharmaceuticals, Inc.",,"Trelstar","Oncology","Prostate Cancer","Gonadotropin-Releasing Hormone (GnRH) Receptor",
"Suspended",,,,"04/27/2012","10/07/2009","Peptide","Subcutaneous (SQ), Intranasal","Azelon Pharmaceuticals",,"ZT-034","Endocrine","Osteoporosis / Osteopenia","Parathyroid Hormone Receptor (PTHR)","10/07/2009"
"II",,,,"11/05/2009",,"Peptide","Subcutaneous (SQ), Intranasal","ISA Pharmaceuticals B.V.",,"ISA101","Infectious Disease","Human Papillomavirus (HPV) Treatment (Antiviral)","Immune System",
"I/II",,,,"10/29/2013",,"Peptide","Subcutaneous (SQ), Intranasal","ISA Pharmaceuticals B.V.",,"ISA101","Oncology","Cervical Cancer","Immune System","06/02/2010"
"II",,,"12/07/2015","12/07/2015",,"Peptide","Subcutaneous (SQ), Intranasal","ISA Pharmaceuticals B.V.",,"ISA101","Oncology","Head and Neck Cancer","Immune System",
"Suspended",,,"03/06/2006","03/06/2006","11/29/2002","Peptide","Subcutaneous (SQ), Intravenous (IV)","Serodus ASA",,"SER100","Cardiovascular","Acute Decompensated Heart Failure","Opioid receptors","11/29/2002"
"Suspended",,,"08/08/2016","08/08/2016",,"Peptide","Subcutaneous (SQ), Intravenous (IV)","PhaseBio Pharmaceuticals, Inc.","PHAS","Vasomera","Cardiovascular","Congestive Heart Failure (CHF) and Cardiomyopathies","Vasoactive Intestinal Peptide (VIP) Receptor",
"Suspended",,,"11/05/2013","11/05/2013",,"Peptide","Subcutaneous (SQ), Intravenous (IV)","Serodus ASA",,"SER100","Cardiovascular","Hypertension (Systemic)","Opioid receptors","09/02/2010"
"Suspended",,,,,"02/22/2012","Peptide","Subcutaneous (SQ), Intravenous (IV)","PhaseBio Pharmaceuticals, Inc.","PHAS","Vasomera","Cardiovascular","Hypertension (Systemic)","Vasoactive Intestinal Peptide (VIP) Receptor","02/22/2012"
"Suspended",,"01/10/2001",,,,"Peptide","Subcutaneous (SQ), Intravenous (IV)","Debiopharm S.A.",,"Sanvar IR","Cardiovascular","Portal Hypertension","Somatostatin Receptors",
"IIb",,,"08/07/2018","08/07/2018","10/20/2017","Peptide","Subcutaneous (SQ), Intravenous (IV)","PhaseBio Pharmaceuticals, Inc.","PHAS","Vasomera","Cardiovascular","Pulmonary Arterial Hypertension (PAH) and Pulmonary Hypertension (PH)","Vasoactive Intestinal Peptide (VIP) Receptor","10/20/2017"
